project_id,project_name,project_type,business_unit,methodology,priority_level,planned_budget_usd,actual_cost_usd,cost_variance_percent,schedule_variance_percent,schedule_variance_days,spi,cpi,planned_value_usd,earned_value_usd,completed_tasks_percent,open_risks_count,open_issues_count,scope_changes_count,resource_utilization_percent,stakeholder_sentiment_score,risk_score,status,recovery_priority,expected_recovery_timeline,recommended_action,start_date,planned_end_date,forecast_end_date
PRJ-0263,Business Intelligence Dashboard 263,Business Intelligence Dashboard,Marketing,Agile,Medium,967308,1097507.66,13.46,8.21,10,0.89,0.87,764173.32,680114.25,79,8,8,4,86,3.6,92.62,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2026-02-19,2027-02-16,2027-02-26
PRJ-0264,Infrastructure Refresh 264,Infrastructure Refresh,Risk & Compliance,Agile,Low,195717,199827.06,2.1,2.32,1,1.04,1.03,172230.96,179120.2,88,0,1,0,79,4.0,15.54,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-05-25,2025-10-14,2025-10-15
PRJ-0265,Infrastructure Refresh 265,Infrastructure Refresh,Operations,Hybrid,High,238003,231148.51,-2.88,-0.48,3,1.0,1.07,211822.67,211822.67,89,3,0,1,64,4.8,12.1,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-29,2025-07-12,2025-07-15
PRJ-0266,Infrastructure Refresh 266,Infrastructure Refresh,Risk & Compliance,Agile,Medium,342227,354341.84,3.54,3.8,-2,1.08,1.06,308004.3,332644.64,90,3,1,2,63,4.2,31.09,Amber,Low,2-4 weeks,,2025-09-24,2026-02-09,2026-02-09
PRJ-0267,Procurement Automation 267,Procurement Automation,HR,Agile,Critical,915264,1171080.29,27.95,17.97,60,0.72,0.66,594921.6,428343.55,65,13,11,7,92,2.7,164.0,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-02-27,2025-09-16,2025-11-15
PRJ-0268,License Optimization 268,License Optimization,Risk & Compliance,Agile,Medium,205461,205810.28,0.17,-0.3,-3,1.03,1.06,199297.17,205276.09,97,1,2,0,69,4.2,13.1,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-18,2026-05-03,2026-05-03
PRJ-0269,Digital Workplace Rollout 269,Digital Workplace Rollout,Customer Experience,Waterfall,Critical,275357,300689.84,9.2,7.54,11,0.85,0.87,198257.04,168518.48,72,6,6,3,82,3.6,70.24,Red,High,6-8 weeks,,2026-01-06,2026-10-06,2026-10-17
PRJ-0270,Data Warehouse Migration 270,Data Warehouse Migration,Sales,Waterfall,Medium,389030,394243.0,1.34,1.43,6,0.98,1.01,357907.6,350749.45,92,2,1,0,78,4.2,16.87,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-24,2026-10-23,2026-10-29
PRJ-0271,Infrastructure Refresh 271,Infrastructure Refresh,Marketing,Agile,Low,944911,1063969.79,12.6,14.83,19,0.93,0.87,737030.58,685438.44,78,4,8,5,85,3.5,92.9,Red,Critical,6-8 weeks,Create issue war-room and assign owners; Freeze non-critical scope changes,2026-01-28,2027-01-07,2027-01-26
PRJ-0272,DevOps Enablement 272,DevOps Enablement,Operations,Hybrid,Medium,381660,407880.04,6.87,12.59,9,0.93,0.85,312961.2,291053.92,82,4,4,2,89,3.2,72.91,Red,High,6-8 weeks,,2025-10-20,2026-02-03,2026-02-12
PRJ-0273,Payment Platform Upgrade 273,Payment Platform Upgrade,HR,Hybrid,High,464150,458440.96,-1.23,3.02,-3,1.07,0.99,431659.5,461875.67,93,0,3,2,63,4.4,20.73,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-25,2026-12-24,2026-12-24
PRJ-0274,Customer Portal Revamp 274,Customer Portal Revamp,IT,Waterfall,Medium,153807,159467.1,3.68,-1.45,0,1.08,0.97,130735.95,141194.83,85,3,1,0,78,4.7,16.32,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-10-13,2026-04-12,2026-04-12
PRJ-0275,DevOps Enablement 275,DevOps Enablement,Risk & Compliance,Hybrid,High,1112006,1249005.14,12.32,10.27,11,0.86,0.86,745044.02,640737.86,67,8,5,3,90,3.9,86.93,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee,2025-06-30,2026-05-12,2026-05-23
PRJ-0276,Mobile App Development 276,Mobile App Development,Marketing,Waterfall,Medium,744001,747274.6,0.44,3.08,6,0.99,1.04,669600.9,662904.89,90,2,2,1,76,5.0,16.53,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-07,2026-04-07,2026-04-13
PRJ-0277,ERP Implementation 277,ERP Implementation,Sales,Hybrid,High,1516015,1760396.62,16.12,39.64,38,0.8,0.6,636726.3,509381.04,42,11,9,5,99,2.0,176.28,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-05-16,2025-10-23,2025-11-30
PRJ-0278,Customer Portal Revamp 278,Customer Portal Revamp,Enterprise PMO,Agile,Medium,678199,679555.4,0.2,4.43,-2,1.05,1.07,562905.17,591050.43,83,3,0,2,82,4.3,27.3,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-02-10,2025-11-22,2025-11-22
PRJ-0279,ERP Implementation 279,ERP Implementation,Customer Experience,Agile,High,206395,214568.24,3.96,-0.41,7,1.06,1.09,202267.1,214403.13,98,3,0,1,78,4.0,23.25,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-17,2025-11-30,2025-12-07
PRJ-0280,Vendor Management Platform 280,Vendor Management Platform,Procurement,Agile,High,2119049,2761120.85,30.3,30.23,30,0.65,0.67,1059524.5,688690.93,50,11,10,7,93,2.2,180.86,Red,Critical,6-8 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-10-08,2026-01-31,2026-03-02
PRJ-0281,Payment Platform Upgrade 281,Payment Platform Upgrade,Sales,Agile,High,423416,477867.3,12.86,10.81,14,0.89,0.91,258283.76,229872.55,61,8,7,3,85,3.1,93.19,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee,2025-06-15,2026-04-21,2026-05-05
PRJ-0282,Data Governance Program 282,Data Governance Program,Finance,Agile,Medium,279742,278539.11,-0.43,2.16,-3,1.05,0.98,248970.38,261418.9,89,3,1,1,63,4.9,16.11,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-13,2025-11-08,2025-11-08
PRJ-0283,Customer Portal Revamp 283,Customer Portal Revamp,Operations,Hybrid,Critical,137187,135732.82,-1.06,2.35,-1,1.06,1.07,107005.86,113426.21,78,2,0,1,76,4.5,15.05,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-18,2026-01-02,2026-01-02
PRJ-0284,DevOps Enablement 284,DevOps Enablement,Procurement,Agile,High,586489,598101.48,1.98,4.95,7,0.96,1.04,580624.11,557399.15,99,0,2,0,63,4.3,18.41,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-28,2025-09-13,2025-09-20
PRJ-0285,Identity Access Management 285,Identity Access Management,IT,Agile,High,905434,1030202.81,13.78,6.19,20,0.87,0.88,697184.18,606550.24,77,4,5,5,91,3.5,83.68,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2025-04-12,2025-10-14,2025-11-03
PRJ-0286,Vendor Management Platform 286,Vendor Management Platform,HR,Hybrid,High,635132,631575.26,-0.56,1.43,-1,0.96,1.06,565267.48,542656.78,89,2,1,2,70,4.8,16.46,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-18,2026-02-24,2026-02-24
PRJ-0287,Cloud Migration 287,Cloud Migration,Marketing,Waterfall,Medium,491929,503046.6,2.26,-1.39,3,1.02,1.05,482090.42,491732.23,98,1,3,0,80,4.2,17.61,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-06,2026-07-13,2026-07-16
PRJ-0288,Mobile App Development 288,Mobile App Development,HR,Hybrid,Medium,647650,663646.95,2.47,-0.58,-1,1.0,1.06,608791.0,608791.0,94,1,3,0,82,4.9,14.46,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-12,2025-11-29,2025-11-29
PRJ-0289,CRM Modernization 289,CRM Modernization,Marketing,Hybrid,High,232591,239150.07,2.82,3.36,3,1.08,1.0,227939.18,246174.31,98,2,1,0,65,4.1,21.95,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-26,2026-05-09,2026-05-12
PRJ-0290,Digital Workplace Rollout 290,Digital Workplace Rollout,Enterprise PMO,Agile,High,323461,319741.2,-1.15,-1.82,-2,1.04,1.03,304053.34,316215.47,94,3,2,0,74,4.5,15.5,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-03-25,2025-09-01,2025-09-01
PRJ-0291,Procurement Automation 291,Procurement Automation,Procurement,Agile,High,362967,379663.48,4.6,-0.44,7,1.08,1.07,290373.6,313603.49,80,1,3,2,77,4.7,22.42,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-05-07,2026-03-27,2026-04-03
PRJ-0292,Business Intelligence Dashboard 292,Business Intelligence Dashboard,Risk & Compliance,Hybrid,High,806193,883184.43,9.55,15.39,24,0.91,0.92,451468.08,410835.95,56,8,3,5,89,3.7,92.77,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Freeze non-critical scope changes,2025-05-06,2025-08-25,2025-09-18
PRJ-0293,Vendor Management Platform 293,Vendor Management Platform,Marketing,Agile,High,1232396,1391251.84,12.89,15.63,14,0.87,0.88,788733.44,686198.09,64,6,6,3,88,3.3,94.19,Red,Critical,6-8 weeks,,2025-12-20,2026-04-16,2026-04-30
PRJ-0294,Vendor Management Platform 294,Vendor Management Platform,Operations,Hybrid,High,604977,592332.98,-2.09,3.45,5,0.98,1.02,556578.84,545447.26,92,0,1,1,80,4.9,10.28,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-21,2026-03-02,2026-03-07
PRJ-0295,CRM Modernization 295,CRM Modernization,Sales,Agile,High,493920,555511.82,12.47,7.24,11,0.92,0.91,281534.4,259011.65,57,8,8,5,93,3.7,100.08,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Create issue war-room and assign owners; Add temporary resources or rebalance workload; Freeze non-critical scope changes,2025-11-10,2026-10-27,2026-11-07
PRJ-0296,ITSM Transformation 296,ITSM Transformation,Risk & Compliance,Hybrid,Low,431475,438033.42,1.52,2.62,-1,0.98,0.98,340865.25,334047.95,79,3,2,1,76,4.3,25.33,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-03-02,2025-08-31,2025-08-31
PRJ-0297,Data Warehouse Migration 297,Data Warehouse Migration,Procurement,Agile,High,601800,624909.12,3.84,1.8,-3,1.03,1.03,505512.0,520677.36,84,3,3,1,76,4.1,30.65,Amber,Low,2-4 weeks,,2025-05-06,2025-08-07,2025-08-07
PRJ-0298,DevOps Enablement 298,DevOps Enablement,Sales,Hybrid,High,252590,271938.39,7.66,6.55,19,0.84,0.93,191968.4,161253.46,76,8,7,4,87,3.8,81.01,Red,Critical,6-8 weeks,Rebaseline project schedule; Escalate high-priority risks to steering committee,2025-02-25,2025-06-20,2025-07-09
PRJ-0299,Business Intelligence Dashboard 299,Business Intelligence Dashboard,Operations,Agile,Medium,1397740,1553588.01,11.15,11.62,22,0.92,0.88,782734.4,720115.65,56,4,5,4,87,3.8,77.79,Red,Critical,6-8 weeks,,2026-01-24,2026-05-28,2026-06-19
PRJ-0300,Business Intelligence Dashboard 300,Business Intelligence Dashboard,Marketing,Agile,Medium,367748,366387.33,-0.37,0.9,0,1.04,1.05,297875.88,309790.92,81,0,3,2,84,4.6,20.77,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-07,2026-04-01,2026-04-01
PRJ-0301,Digital Workplace Rollout 301,Digital Workplace Rollout,Customer Experience,Agile,High,422028,470687.83,11.53,10.96,23,0.89,0.86,312300.72,277947.64,74,5,8,4,85,3.0,90.08,Red,Critical,6-8 weeks,Create issue war-room and assign owners,2025-08-27,2025-12-07,2025-12-30
PRJ-0302,Cybersecurity Program 302,Cybersecurity Program,Procurement,Hybrid,Critical,430006,429145.99,-0.2,3.64,0,0.96,0.99,374105.22,359141.01,87,2,0,1,71,4.5,16.73,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-28,2026-10-10,2026-10-10
PRJ-0303,Cloud Migration 303,Cloud Migration,Finance,Hybrid,Medium,1441831,1652915.06,14.64,14.32,14,0.88,0.88,1095791.56,964296.57,76,7,6,2,92,3.1,100.08,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-11-18,2026-05-06,2026-05-20
PRJ-0304,Identity Access Management 304,Identity Access Management,Marketing,Waterfall,Medium,267487,303651.24,13.52,8.99,18,0.9,0.84,195265.51,175738.96,73,6,5,2,84,3.3,76.91,Red,Critical,6-8 weeks,Review budget burn and cost controls,2025-06-23,2025-10-06,2025-10-24
PRJ-0305,Payment Platform Upgrade 305,Payment Platform Upgrade,Marketing,Waterfall,High,704103,689528.07,-2.07,3.48,1,1.04,1.0,556241.37,578491.02,79,2,3,0,77,4.9,16.32,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-20,2026-05-27,2026-05-28
PRJ-0306,AI Adoption Program 306,AI Adoption Program,Procurement,Hybrid,Medium,119211,123049.59,3.22,4.39,4,1.02,1.07,112058.34,114299.51,94,1,1,1,77,4.7,19.47,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-08,2026-06-01,2026-06-05
PRJ-0307,Mobile App Development 307,Mobile App Development,Operations,Hybrid,Low,2414875,3111807.92,28.86,20.05,27,0.71,0.76,1400627.5,994445.52,58,10,8,7,92,2.5,155.9,Red,Critical,6-8 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-06-20,2025-11-01,2025-11-28
PRJ-0308,Identity Access Management 308,Identity Access Management,IT,Agile,High,197144,219224.13,11.2,9.12,14,0.88,0.86,124200.72,109296.63,63,8,5,5,92,3.1,98.7,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Add temporary resources or rebalance workload; Freeze non-critical scope changes,2025-03-22,2025-09-04,2025-09-18
PRJ-0309,Infrastructure Refresh 309,Infrastructure Refresh,Finance,Agile,High,296612,300586.6,1.34,1.85,1,0.98,1.06,258052.44,252891.39,87,1,1,0,71,4.6,11.71,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-10-04,2026-06-24,2026-06-25
PRJ-0310,Identity Access Management 310,Identity Access Management,IT,Agile,Medium,372144,407311.61,9.45,6.86,20,0.86,0.91,271665.12,233632.0,73,7,7,4,86,3.3,83.96,Red,Critical,6-8 weeks,,2026-01-01,2026-07-11,2026-07-31
PRJ-0311,DevOps Enablement 311,DevOps Enablement,Finance,Waterfall,High,218197,213265.75,-2.26,3.62,4,0.97,1.0,213833.06,207418.07,98,3,3,0,69,4.1,25.41,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-06,2026-02-13,2026-02-17
PRJ-0312,Payment Platform Upgrade 312,Payment Platform Upgrade,Operations,Hybrid,High,831073,914845.16,10.08,6.3,23,0.85,0.89,681479.86,579257.88,82,5,5,4,91,3.5,78.89,Red,Critical,6-8 weeks,,2025-02-22,2026-02-07,2026-03-02
PRJ-0313,Payment Platform Upgrade 313,Payment Platform Upgrade,Finance,Agile,High,1267248,1395873.67,10.15,11.91,15,0.91,0.9,887073.6,807236.98,70,7,3,4,85,3.7,79.06,Red,Critical,6-8 weeks,,2026-02-06,2026-12-13,2026-12-28
PRJ-0314,Business Intelligence Dashboard 314,Business Intelligence Dashboard,Enterprise PMO,Hybrid,High,774799,793084.26,2.36,3.18,6,1.06,0.98,751555.03,796648.33,97,3,2,2,65,4.8,26.07,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-07,2025-12-04,2025-12-10
PRJ-0315,Payment Platform Upgrade 315,Payment Platform Upgrade,Finance,Hybrid,High,944633,1029177.65,8.95,12.45,9,0.85,0.93,689582.09,586144.78,73,4,4,3,89,3.5,75.82,Red,Critical,6-8 weeks,,2025-11-12,2026-08-28,2026-09-06
PRJ-0316,Data Governance Program 316,Data Governance Program,HR,Agile,High,677978,700690.26,3.35,2.76,3,1.05,1.09,542382.4,569501.52,80,0,3,0,71,4.1,20.81,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-01,2025-04-28,2025-05-01
PRJ-0317,DevOps Enablement 317,DevOps Enablement,Customer Experience,Agile,Medium,532686,546642.37,2.62,0.76,2,1.05,1.02,484744.26,508981.47,91,1,1,1,66,4.2,18.03,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-04,2026-04-16,2026-04-18
PRJ-0318,Business Intelligence Dashboard 318,Business Intelligence Dashboard,Operations,Agile,Critical,92166,89926.37,-2.43,-1.89,4,1.04,1.1,75576.12,78599.16,82,0,1,2,75,4.9,8.8,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-16,2026-09-19,2026-09-23
PRJ-0319,ITSM Transformation 319,ITSM Transformation,HR,Hybrid,High,452566,447180.46,-1.19,0.97,-3,1.03,1.08,384681.1,396221.53,85,2,3,2,80,4.4,23.06,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-10-18,2026-02-04,2026-02-04
PRJ-0320,Network Modernization 320,Network Modernization,Customer Experience,Agile,Medium,447979,504289.96,12.57,11.26,16,0.89,0.85,331504.46,295038.97,74,4,4,5,92,3.7,86.32,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload; Freeze non-critical scope changes,2025-12-17,2026-04-25,2026-05-11
PRJ-0321,DevOps Enablement 321,DevOps Enablement,Enterprise PMO,Agile,Low,91307,91991.8,0.75,1.59,4,1.03,1.01,81263.23,83701.13,89,2,2,0,63,4.7,14.37,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-08,2026-09-10,2026-09-14
PRJ-0322,Data Governance Program 322,Data Governance Program,Sales,Agile,Medium,134127,137144.86,2.25,0.04,6,0.96,1.03,109984.14,105584.77,82,0,2,1,66,4.6,12.95,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-05-12,2025-12-28,2026-01-03
PRJ-0323,Cloud Migration 323,Cloud Migration,Finance,Hybrid,Critical,1086699,1188088.02,9.33,7.75,15,0.89,0.93,891093.18,793072.93,82,4,5,2,84,3.5,63.67,Red,High,6-8 weeks,,2026-03-05,2026-08-20,2026-09-04
PRJ-0324,Network Modernization 324,Network Modernization,Risk & Compliance,Hybrid,Medium,748545,736119.15,-1.66,2.04,2,0.97,1.0,606321.45,588131.81,81,0,1,1,74,4.5,11.65,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-18,2026-12-17,2026-12-19
PRJ-0325,DevOps Enablement 325,DevOps Enablement,Procurement,Agile,High,232200,235079.28,1.24,1.04,1,1.07,1.02,229878.0,245969.46,99,2,0,0,79,4.6,11.04,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-09,2026-09-16,2026-09-17
PRJ-0326,Infrastructure Refresh 326,Infrastructure Refresh,Customer Experience,Agile,High,692553,693453.32,0.13,3.41,0,1.05,1.04,581744.52,610831.75,84,2,1,1,79,4.0,22.59,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-03-02,2026-06-04,2026-06-04
PRJ-0327,CRM Modernization 327,CRM Modernization,IT,Agile,High,887183,957891.49,7.97,8.83,14,0.84,0.91,496822.48,417330.88,56,8,8,3,91,3.6,89.34,Red,Critical,6-8 weeks,Rebaseline project schedule; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-02-14,2025-07-15,2025-07-29
PRJ-0328,Digital Workplace Rollout 328,Digital Workplace Rollout,Operations,Agile,High,537487,613057.67,14.06,12.96,16,0.87,0.91,306367.59,266539.8,57,7,5,5,93,3.8,100.12,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload; Freeze non-critical scope changes,2025-05-12,2026-01-22,2026-02-07
PRJ-0329,ITSM Transformation 329,ITSM Transformation,Finance,Agile,Low,142976,141646.32,-0.93,3.69,-1,1.01,1.03,120099.84,121300.84,84,3,1,2,77,4.1,27.5,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-22,2026-02-26,2026-02-26
PRJ-0330,Digital Workplace Rollout 330,Digital Workplace Rollout,Finance,Waterfall,High,156461,152643.35,-2.44,3.09,4,0.96,1.03,153331.78,147198.51,98,0,0,2,74,4.3,15.62,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-20,2026-04-04,2026-04-08
PRJ-0331,Data Governance Program 331,Data Governance Program,IT,Hybrid,Critical,537239,538474.65,0.23,3.09,-2,1.02,0.96,499632.27,509624.92,93,0,2,1,83,4.3,20.19,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-20,2026-03-18,2026-03-18
PRJ-0332,CRM Modernization 332,CRM Modernization,Customer Experience,Hybrid,Critical,561966,579274.55,3.08,0.03,0,0.98,0.97,505769.4,495654.01,90,1,2,2,74,4.9,17.03,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-09-07,2026-06-07,2026-06-07
PRJ-0333,CRM Modernization 333,CRM Modernization,HR,Hybrid,Low,701748,694098.95,-1.09,0.72,5,1.04,1.03,645608.16,671432.49,92,0,0,1,63,4.3,9.54,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-27,2025-11-15,2025-11-20
PRJ-0334,Cybersecurity Program 334,Cybersecurity Program,Procurement,Waterfall,High,791016,822340.23,3.96,1.76,6,0.99,0.97,648633.12,642146.79,82,3,0,1,81,4.0,26.64,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-08,2025-06-13,2025-06-19
PRJ-0335,ITSM Transformation 335,ITSM Transformation,IT,Waterfall,High,720916,709165.07,-1.63,2.14,-2,0.97,1.04,699288.52,678309.86,97,1,0,0,75,4.3,10.88,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-16,2026-04-07,2026-04-07
PRJ-0336,Cybersecurity Program 336,Cybersecurity Program,Enterprise PMO,Hybrid,Medium,1144359,1493617.37,30.52,30.64,46,0.61,0.66,583623.09,356010.08,51,11,13,9,94,2.1,195.56,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-03-10,2025-06-28,2025-08-13
PRJ-0337,Cybersecurity Program 337,Cybersecurity Program,Enterprise PMO,Agile,Medium,588575,683453.29,16.12,21.13,30,0.76,0.74,253087.25,192346.31,43,15,15,10,94,1.8,185.31,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-09-25,2026-05-11,2026-06-10
PRJ-0338,Identity Access Management 338,Identity Access Management,Risk & Compliance,Agile,Medium,1400472,1507187.97,7.62,11.0,10,0.91,0.93,924311.52,841123.48,66,7,3,3,85,3.1,76.64,Red,Critical,6-8 weeks,,2025-02-18,2026-02-14,2026-02-24
PRJ-0339,Digital Workplace Rollout 339,Digital Workplace Rollout,Customer Experience,Waterfall,Critical,566765,584674.77,3.16,2.62,1,0.97,0.98,464747.3,450804.88,82,3,3,0,67,4.7,23.1,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-28,2025-05-20,2025-05-21
PRJ-0340,Customer Portal Revamp 340,Customer Portal Revamp,Sales,Agile,Medium,1100319,1170629.38,6.39,13.4,13,0.86,0.84,781226.49,671854.78,71,4,3,3,93,3.4,77.19,Red,Critical,6-8 weeks,Review budget burn and cost controls; Add temporary resources or rebalance workload,2025-08-03,2026-04-16,2026-04-29
PRJ-0341,Procurement Automation 341,Procurement Automation,Customer Experience,Agile,Low,328636,338166.44,2.9,4.09,3,1.07,0.97,315490.56,337574.9,96,3,0,1,66,4.2,25.7,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-02,2026-02-18,2026-02-21
PRJ-0342,Payment Platform Upgrade 342,Payment Platform Upgrade,Customer Experience,Agile,High,715590,771549.14,7.82,7.27,9,0.87,0.85,493757.1,429568.68,69,7,6,3,94,3.3,86.34,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-11-06,2026-07-05,2026-07-14
PRJ-0343,ITSM Transformation 343,ITSM Transformation,Enterprise PMO,Waterfall,High,631720,674550.62,6.78,14.57,23,0.93,0.86,442204.0,411249.72,70,7,5,2,93,3.4,87.68,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-05-07,2025-12-09,2026-01-01
PRJ-0344,Mobile App Development 344,Mobile App Development,Risk & Compliance,Hybrid,Critical,462412,528166.99,14.22,14.98,21,0.95,0.84,323688.4,307503.98,70,8,3,5,90,3.4,101.34,Red,Critical,6-8 weeks,Review budget burn and cost controls; Escalate high-priority risks to steering committee; Freeze non-critical scope changes,2025-08-20,2026-01-07,2026-01-28
PRJ-0345,Network Modernization 345,Network Modernization,Procurement,Agile,High,1002739,1148637.52,14.55,7.33,17,0.87,0.95,551506.45,479810.61,55,7,8,4,84,3.6,88.09,Red,Critical,6-8 weeks,Create issue war-room and assign owners,2025-08-21,2025-12-01,2025-12-18
PRJ-0346,Identity Access Management 346,Identity Access Management,Operations,Waterfall,Medium,926828,1034710.78,11.64,13.04,8,0.93,0.85,713657.56,663701.53,77,6,7,2,86,3.4,85.32,Red,Critical,6-8 weeks,,2025-12-24,2026-08-09,2026-08-17
PRJ-0347,Digital Workplace Rollout 347,Digital Workplace Rollout,Marketing,Hybrid,Medium,1451188,1653338.49,13.93,13.36,9,0.9,0.94,957784.08,862005.67,66,4,3,5,87,3.4,85.58,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2025-07-07,2025-10-25,2025-11-03
PRJ-0348,Customer Portal Revamp 348,Customer Portal Revamp,Operations,Hybrid,High,579313,621313.19,7.25,9.35,11,0.91,0.92,457657.27,416468.12,79,8,8,3,94,3.7,91.66,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Create issue war-room and assign owners; Add temporary resources or rebalance workload,2025-06-14,2026-01-05,2026-01-16
PRJ-0349,Customer Portal Revamp 349,Customer Portal Revamp,Sales,Hybrid,Medium,470923,469792.78,-0.24,1.4,5,1.06,1.03,447376.85,474219.46,95,2,3,2,73,4.8,20.42,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-07,2025-08-08,2025-08-13
PRJ-0350,Identity Access Management 350,Identity Access Management,Finance,Agile,Critical,160685,157262.41,-2.13,-0.07,-1,1.02,1.08,151043.9,154064.78,94,0,2,1,83,4.5,14.3,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-31,2026-02-04,2026-02-04
